[0.001] 1.0 3.081749439239502 
[0.0009998000099999999] 1.0 3.0882880687713623 
[0.0009997000299989999] 1.0 3.063239812850952 
[0.000999600059996] 1.0 3.071349620819092 
[0.0009995000999900004] 1.0 3.086148738861084 
[0.0009994001499800014] 1.0 3.0315544605255127 
[0.0009993002099650033] 1.0 3.0965123176574707 
[0.0009992002799440068] 1.0 3.0429799556732178 
[0.0009991003599160123] 1.0 3.038529396057129 
[0.0009990004498800207] 1.0 3.072901725769043 
[0.0009989005498350328] 1.0 3.0580673217773438 
[0.0009988006597800494] 1.0 3.0452160835266113 
[0.0009987007797140715] 1.0 3.058868408203125 
[0.0009986009096361] 1.0 3.040432929992676 
[0.0009985010495451364] 1.0 2.986595869064331 
[0.000998401199440182] 1.0 2.9941701889038086 
[0.000998301359320238] 1.0 3.068138360977173 
[0.000998201529184306] 1.0 3.027106761932373 
[0.0009981017090313876] 1.0 3.064286470413208 
[0.0009980018988604844] 1.0 3.0012073516845703 
[0.0009979020986705983] 1.0 3.0090935230255127 
[0.0009978023084607312] 1.0 3.0244007110595703 
[0.0009977025282298852] 1.0 2.978046417236328 
[0.0009976027579770622] 1.0 3.025468111038208 
[0.0009975029977012644] 1.0 3.0431509017944336 
[0.0009974032474014943] 1.0 3.050610065460205 
[0.000997303507076754] 1.0 2.989682197570801 
[0.0009972037767260464] 1.0 3.0054869651794434 
[0.0009971040563483738] 1.0 3.035682201385498 
[0.000997004345942739] 1.0 2.982605218887329 
[0.0009969046455081448] 1.0 3.0406792163848877 
[0.0009968049550435941] 1.0 2.9947986602783203 
[0.0009967052745480898] 1.0 3.003608226776123 
[0.000996605604020635] 1.0 3.016295909881592 
[0.0009965059434602329] 1.0 2.9817566871643066 
[0.000996406292865887] 1.0 3.0109806060791016 
[0.0009963066522366004] 1.0 3.0098235607147217 
[0.0009962070215713767] 1.0 3.018390655517578 
[0.0009961074008692195] 1.0 3.0114245414733887 
[0.0009960077901291326] 1.0 3.024718761444092 
[0.0009959081893501198] 1.0 3.0540335178375244 
[0.0009958085985311848] 1.0 3.007946014404297 
[0.0009957090176713316] 1.0 3.0409891605377197 
[0.0009956094467695644] 1.0 3.006535053253174 
[0.0009955098858248875] 1.0 2.995872735977173 
[0.0009954103348363051] 1.0 2.987980604171753 
[0.0009953107938028216] 1.0 3.0195541381835938 
[0.0009952112627234413] 1.0 2.964883804321289 
[0.000995111741597169] 1.0 2.722905397415161 
[0.0009950122304230092] 1.0 2.9203333854675293 
[0.0009949127291999668] 1.0 3.035196304321289 
[0.0009948132379270468] 1.0 3.027099609375 
[0.0009947137566032542] 1.0 2.9938149452209473 
[0.000994614285227594] 1.0 3.0510685443878174 
[0.0009945148237990712] 1.0 2.9988198280334473 
[0.0009944153723166914] 1.0 3.019388198852539 
[0.0009943159307794598] 1.0 3.010542631149292 
[0.000994216499186382] 1.0 3.047510862350464 
[0.0009941170775364632] 1.0 2.9846320152282715 
[0.0009940176658287097] 1.0 2.9979324340820312 
[0.0009939182640621269] 1.0 3.004652500152588 
[0.0009938188722357208] 1.0 2.984591245651245 
[0.0009937194903484972] 1.0 2.9829161167144775 
[0.0009936201183994623] 1.0 3.045593738555908 
[0.0009935207563876224] 1.0 2.9888076782226562 
[0.0009934214043119836] 1.0 2.9728035926818848 
[0.0009933220621715525] 1.0 3.0313987731933594 
[0.0009932227299653353] 1.0 3.0239620208740234 
[0.000993123407692339] 1.0 2.9543991088867188 
[0.0009930240953515696] 1.0 3.010312795639038 
[0.0009929247929420346] 1.0 2.999311685562134 
[0.0009928255004627404] 1.0 2.9919633865356445 
[0.0009927262179126942] 1.0 2.9677352905273438 
[0.000992626945290903] 1.0 2.994126319885254 
[0.000992527682596374] 1.0 2.9844934940338135 
[0.0009924284298281144] 1.0 3.0090363025665283 
[0.0009923291869851315] 1.0 2.987008810043335 
[0.000992229954066433] 1.0 2.997095823287964 
[0.0009921307310710263] 1.0 2.9812867641448975 
[0.0009920315179979193] 1.0 3.0240530967712402 
[0.0009919323148461195] 1.0 3.0220112800598145 
[0.000991833121614635] 1.0 2.9781172275543213 
[0.0009917339383024735] 1.0 2.8068456649780273 
[0.0009916347649086433] 1.0 2.9129457473754883 
[0.0009915356014321523] 1.0 2.9577763080596924 
[0.000991436447872009] 1.0 2.9684104919433594 
[0.0009913373042272219] 1.0 2.8817591667175293 
[0.0009912381704967992] 1.0 2.9719555377960205 
[0.0009911390466797495] 1.0 3.0113444328308105 
[0.0009910399327750815] 1.0 2.9807212352752686 
[0.000990940828781804] 1.0 3.0452215671539307 
[0.000990841734698926] 1.0 3.014312267303467 
[0.0009907426505254562] 1.0 2.981107473373413 
[0.0009906435762604036] 1.0 2.9985616207122803 
[0.0009905445119027776] 1.0 3.0387110710144043 
[0.0009904454574515874] 1.0 2.968207836151123 
[0.0009903464129058424] 1.0 2.964468002319336 
[0.0009902473782645517] 1.0 2.948270559310913 
[0.0009901483535267252] 1.0 3.0423121452331543 
[0.0009900493386913725] 1.0 2.999110221862793 
[0.0009899503337575033] 1.0 2.9906179904937744 
[0.0009898513387241274] 1.0 3.0153608322143555 
[0.000989752353590255] 1.0 3.004403591156006 
[0.0009896533783548959] 1.0 3.033939838409424 
[0.0009895544130170604] 1.0 2.9671859741210938 
[0.0009894554575757587] 1.0 2.9719486236572266 
[0.0009893565120300011] 1.0 2.9797418117523193 
[0.000989257576378798] 1.0 3.0072827339172363 
[0.0009891586506211602] 1.0 2.931875705718994 
[0.000989059734756098] 1.0 2.9854817390441895 
[0.0009889608287826225] 1.0 2.9918925762176514 
[0.0009888619326997442] 1.0 2.952833890914917 
[0.0009887630465064742] 1.0 3.0132789611816406 
[0.0009886641702018235] 1.0 2.9967904090881348 
[0.0009885653037848034] 1.0 2.9801559448242188 
[0.0009884664472544248] 1.0 2.9559106826782227 
[0.0009883676006096993] 1.0 3.0121657848358154 
[0.0009882687638496383] 1.0 3.0114922523498535 
[0.0009881699369732534] 1.0 2.963681936264038 
[0.0009880711199795561] 1.0 2.9650652408599854 
[0.0009879723128675582] 1.0 3.0011394023895264 
[0.0009878735156362715] 1.0 2.996187925338745 
[0.000987774728284708] 1.0 3.0221590995788574 
[0.0009876759508118795] 1.0 3.024839162826538 
